Bundle Name m X Y_low Y Y_high R Rxtheta
23.0000000000 Hib 1.0000000000 0.0000000000 0.0000000000 0.4292252752 0.0000000000 0.9417045066 1.1300454079
23.0000000000 Hib 2.0000000000 8544442.6003905013 1.3479018509 2.0702456279 2.0702456279 1.7886187550 2.1463425060
23.0000000000 Hib 3.0000000000 43954384.1160935014 2.4703450295 2.5599003571 2.5599003571 3.7196767384 4.4636120861
24.0000000000 IPV 1.0000000000 18691420.3781682216 0.4172468955 0.7275802203 0.7275802203 0.9154243808 1.0985092570
24.0000000000 IPV 2.0000000000 2730514.6613166258 1.3102859853 2.0303157049 2.0303157049 1.7387038130 2.0864445756
24.0000000000 IPV 3.0000000000 0.0000000000 0.0000000000 4.3390461674 0.0000000000 3.6158718062 4.3390461674
25.0000000000 IPV 1.0000000000 0.0000000000 0.0000000000 0.4891171741 0.0000000000 1.0731051354 1.2877261625
25.0000000000 IPV 2.0000000000 20125344.0171410181 1.5359811790 2.2163588682 2.2163588682 2.0381934650 2.4458321580
25.0000000000 IPV 3.0000000000 32373482.6993429847 2.8150443360 4.0221078774 4.0221078774 4.2387013996 5.0864416795
26.0000000000 IPV 1.0000000000 0.0000000000 0.0000000000 0.6188829550 0.0000000000 1.3578064979 1.6293677975
26.0000000000 IPV 2.0000000000 7463164.2918534279 1.9434863897 2.9991654679 2.9991654679 2.5789386700 3.0947264040
26.0000000000 IPV 3.0000000000 43954384.1160935014 3.5618928332 3.6910191195 3.6910191195 5.3632548321 6.4359057985
27.0000000000 IPV 1.0000000000 21421935.0394848473 0.3493694101 0.9198044018 0.9198044018 0.7665036682 0.9198044018
27.0000000000 IPV 2.0000000000 0.0000000000 0.0000000000 1.7470229700 0.0000000000 1.4558524750 1.7470229700
27.0000000000 IPV 3.0000000000 0.0000000000 0.0000000000 2.0107459543 0.0000000000 3.0276438568 3.6331726282
28.0000000000 IPV 1.0000000000 0.0000000000 0.0000000000 0.4651604146 0.0000000000 1.0205448839 1.2246538607
28.0000000000 IPV 2.0000000000 21421935.0394848473 1.4607494477 2.3260362972 2.3260362972 1.9383635810 2.3260362972
28.0000000000 IPV 3.0000000000 0.0000000000 0.0000000000 4.8373098421 0.0000000000 4.0310915351 4.8373098421
29.0000000000 IPV 1.0000000000 0.0000000000 0.0000000000 0.5589910561 0.0000000000 1.2264058691 1.4716870429
29.0000000000 IPV 2.0000000000 0.0000000000 0.0000000000 1.7554070617 0.0000000000 2.3293639600 2.7952367520
29.0000000000 IPV 3.0000000000 21421935.0394848473 3.2171935268 5.8130762051 5.8130762051 4.8442301709 5.8130762051
30.0000000000 MMR 1.0000000000 18103043.6953393109 0.4814555231 0.7410995466 0.7410995466 0.6175829555 0.7410995466
30.0000000000 MMR 2.0000000000 0.0000000000 0.0000000000 1.4076013644 0.0000000000 1.1730011370 1.4076013644
30.0000000000 MMR 3.0000000000 0.0000000000 0.0000000000 1.6200867403 0.0000000000 2.4394159075 2.9272990890
31.0000000000 MMR 1.0000000000 0.0000000000 0.0000000000 0.8923892932 0.0000000000 1.9578693695 2.3494432434
31.0000000000 MMR 2.0000000000 13540947.3349073529 2.8023819877 4.0389529415 4.0389529415 3.7186631790 4.4623958148
31.0000000000 MMR 3.0000000000 29302922.7440623343 5.1360196660 5.3222114401 5.3222114401 7.7334674515 9.2801609418
32.0000000000 MMR 1.0000000000 0.0000000000 0.0000000000 0.5889370056 0.0000000000 1.2921061835 1.5505274202
32.0000000000 MMR 2.0000000000 11489174.2260466814 1.8494467257 2.4078165011 2.4078165011 2.4541513150 2.9449815780
32.0000000000 MMR 3.0000000000 6613869.4692926295 3.3895431800 5.5921323841 5.5921323841 5.1037425015 6.1244910018
33.0000000000 MMR 1.0000000000 8639193.2497627325 0.2934703045 0.6786377646 0.6786377646 0.6438630813 0.7726356975
33.0000000000 MMR 2.0000000000 9463850.4455765784 0.9215887074 1.2656750501 1.2656750501 1.2229160790 1.4674992948
33.0000000000 MMR 3.0000000000 0.0000000000 0.0000000000 1.6890266016 0.0000000000 2.5432208397 3.0518650077
34.0000000000 OPV 1.0000000000 0.0000000000 0.0000000000 0.0359351393 0.0000000000 0.0788403773 0.0946084528
34.0000000000 OPV 2.0000000000 0.0000000000 0.0000000000 0.1128475968 0.0000000000 0.1497448260 0.1796937912
34.0000000000 OPV 3.0000000000 42843870.0789696872 0.2068195839 0.3736977560 0.3736977560 0.3114147967 0.3736977560
35.0000000000 OPV 1.0000000000 0.0000000000 0.0000000000 0.0179675697 0.0000000000 0.0394201886 0.0473042264
35.0000000000 OPV 2.0000000000 22626226.2998795919 0.0564237984 0.0773163681 0.0773163681 0.0748724130 0.0898468956
35.0000000000 OPV 3.0000000000 20217643.7790900953 0.1034097919 0.1644504934 0.1644504934 0.1557073984 0.1868488780
36.0000000000 OPV 1.0000000000 15866363.9705574214 0.0259531562 0.0635834503 0.0635834503 0.0569402725 0.0683283270
36.0000000000 OPV 2.0000000000 36632462.7459265813 0.0815010421 0.1021573178 0.1021573178 0.1081490410 0.1297788492
36.0000000000 OPV 3.0000000000 0.0000000000 0.0000000000 0.1493696995 0.0000000000 0.2249106865 0.2698928238
37.0000000000 OPV 1.0000000000 0.0000000000 0.0000000000 0.0279495528 0.0000000000 0.0613202935 0.0735843521
37.0000000000 OPV 2.0000000000 0.0000000000 0.0000000000 0.0877703531 0.0000000000 0.1164681980 0.1397618376
37.0000000000 OPV 3.0000000000 51417548.4079469293 0.1608596763 0.2906538103 0.2906538103 0.2422115085 0.2906538103
38.0000000000 OPV 1.0000000000 37618109.9196466655 0.0239567595 0.0484829113 0.0484829113 0.0525602515 0.0630723018
38.0000000000 OPV 2.0000000000 0.0000000000 0.0000000000 0.0752317312 0.0000000000 0.0998298840 0.1197958608
38.0000000000 OPV 3.0000000000 13799438.4883002676 0.1378797226 0.2340379860 0.2340379860 0.2076098645 0.2491318374
39.0000000000 OPV 1.0000000000 0.0000000000 0.0000000000 0.0259531562 0.0000000000 0.0569402725 0.0683283270
39.0000000000 OPV 2.0000000000 9729254.9672550485 0.0815010421 0.1244470107 0.1244470107 0.1081490410 0.1297788492
39.0000000000 OPV 3.0000000000 41688293.4406918809 0.1493696995 0.1934572371 0.1934572371 0.2249106865 0.2698928238
40.0000000000 OPV 1.0000000000 0.0000000000 0.0000000000 0.0379315360 0.0000000000 0.0832203983 0.0998644779
40.0000000000 OPV 2.0000000000 0.0000000000 0.0000000000 0.1191169078 0.0000000000 0.1580639830 0.1896767796
40.0000000000 OPV 3.0000000000 51417548.4079469293 0.2183095607 0.3944587425 0.3944587425 0.3287156187 0.3944587425
41.0000000000 OPV 1.0000000000 0.0000000000 0.0000000000 0.0279495528 0.0000000000 0.0613202935 0.0735843521
41.0000000000 OPV 2.0000000000 0.0000000000 0.0000000000 0.0877703531 0.0000000000 0.1164681980 0.1397618376
41.0000000000 OPV 3.0000000000 42897683.5314783528 0.1608596763 0.2906538103 0.2906538103 0.2422115085 0.2906538103
42.0000000000 OPV 1.0000000000 0.0000000000 0.0000000000 0.0339387427 0.0000000000 0.0744603563 0.0893524276
42.0000000000 OPV 2.0000000000 0.0000000000 0.0000000000 0.1065782859 0.0000000000 0.1414256690 0.1697108028
42.0000000000 OPV 3.0000000000 51417548.4079469293 0.1953296070 0.3529367696 0.3529367696 0.2941139747 0.3529367696
43.0000000000 PCV 1.0000000000 30397399.6933858134 0.5789550224 1.0570967052 1.0570967052 1.2702060787 1.5242472944
43.0000000000 PCV 2.0000000000 0.0000000000 0.0000000000 1.8181001710 0.0000000000 2.4125555300 2.8950666360
43.0000000000 PCV 3.0000000000 5808687.6972928084 3.3320932956 5.8137580059 5.8137580059 5.0172383913 6.0206860696
44.0000000000 PCV 1.0000000000 0.0000000000 0.0000000000 0.6089009718 0.0000000000 1.3359063931 1.6030876717
44.0000000000 PCV 2.0000000000 10354746.9699244350 1.9121398350 2.9118208154 2.9118208154 2.5373428850 3.0448114620
44.0000000000 PCV 3.0000000000 43954384.1160934940 3.5044429488 3.6314865531 3.6314865531 5.2767507219 6.3321008663
45.0000000000 PCV 1.0000000000 0.0000000000 0.0000000000 0.6089009718 0.0000000000 1.3359063931 1.6030876717
45.0000000000 PCV 2.0000000000 10354746.9699244350 1.9121398350 2.9118208154 2.9118208154 2.5373428850 3.0448114620
45.0000000000 PCV 3.0000000000 43954384.1160934940 3.5044429488 3.6314865531 3.6314865531 5.2767507219 6.3321008663
46.0000000000 PCV 1.0000000000 0.0000000000 0.0000000000 0.6887568370 0.0000000000 1.5111072315 1.8133286778
46.0000000000 PCV 2.0000000000 10354746.9699244276 2.1629122724 3.2936989551 3.2936989551 2.8701091650 3.4441309980
46.0000000000 PCV 3.0000000000 43954384.1160935014 3.9640420241 4.1077470846 4.1077470846 5.9687836035 7.1625403242
47.0000000000 PCV 1.0000000000 0.0000000000 0.0000000000 0.6588108876 0.0000000000 1.4454069171 1.7344883005
47.0000000000 PCV 2.0000000000 10354746.9699244127 2.0688726084 3.1504946527 3.1504946527 2.7453218100 3.2943861720
47.0000000000 PCV 3.0000000000 43954384.1160935163 3.7916923709 3.9291493853 3.9291493853 5.7092712729 6.8511255275
48.0000000000 PCV 1.0000000000 9715955.7242672555 0.5789550224 1.4319107090 1.4319107090 1.2702060787 1.5242472944
48.0000000000 PCV 2.0000000000 10321970.1300982088 1.8181001710 2.7071287867 2.7071287867 2.4125555300 2.8950666360
48.0000000000 PCV 3.0000000000 16168161.5363131575 3.3320932956 5.3488475103 5.3488475103 5.0172383913 6.0206860696
49.0000000000 Rota 1.0000000000 4857036.7850083169 0.1696937135 0.4247128305 0.4247128305 0.3723017817 0.4467621380
49.0000000000 Rota 2.0000000000 9487763.6645750180 0.5328914294 0.7565193263 0.7565193263 0.7071283450 0.8485540140
49.0000000000 Rota 3.0000000000 7378851.9848238360 0.9766480349 1.6241242232 1.6241242232 1.4705698733 1.7646838480
50.0000000000 Rota 1.0000000000 21885200.1600937247 0.3477339908 0.3549897164 0.3549897164 0.4161019913 0.4993223895
50.0000000000 Rota 2.0000000000 0.0000000000 0.0000000000 0.5955845388 0.0000000000 0.7903199150 0.9483838980
50.0000000000 Rota 3.0000000000 14320887.2305848971 1.0915478037 1.7446474053 1.7446474053 1.6435780937 1.9722937125
51.0000000000 Rota 1.0000000000 0.0000000000 0.0000000000 0.4691532078 0.0000000000 1.0293049258 1.2351659110
51.0000000000 Rota 2.0000000000 25006208.3419555947 1.4732880696 1.8122268434 1.8122268434 1.9550018950 2.3460022740
51.0000000000 Rota 3.0000000000 29302922.7440623343 2.7001445671 2.7980306229 2.7980306229 4.0656931792 4.8788318150
52.0000000000 Td 1.0000000000 39742725.1173010096 0.0219603629 0.0226558576 0.0226558576 0.0481802306 0.0578162767
52.0000000000 Td 2.0000000000 45907264.5225048214 0.0689624203 0.0709700449 0.0709700449 0.0915107270 0.1098128724
52.0000000000 Td 3.0000000000 43954384.1160935089 0.1263897457 0.1309716462 0.1309716462 0.1903090424 0.2283708509
53.0000000000 Td 1.0000000000 39742725.1173010096 0.0219603629 0.0226558576 0.0226558576 0.0481802306 0.0578162767
53.0000000000 Td 2.0000000000 45907264.5225048214 0.0689624203 0.0709700449 0.0709700449 0.0915107270 0.1098128724
53.0000000000 Td 3.0000000000 43954384.1160935089 0.1263897457 0.1309716462 0.1309716462 0.1903090424 0.2283708509
54.0000000000 Td 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
54.0000000000 Td 2.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
54.0000000000 Td 3.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
55.0000000000 Td 1.0000000000 0.0000000000 0.0000000000 0.0279495528 0.0000000000 0.0613202935 0.0735843521
55.0000000000 Td 2.0000000000 26544040.3317564502 0.0877703531 0.1210294870 0.1210294870 0.1164681980 0.1397618376
55.0000000000 Td 3.0000000000 43954384.1160934940 0.1609718087 0.1666911860 0.1666911860 0.2422115085 0.2906538103
56.0000000000 Td 1.0000000000 0.0000000000 0.0000000000 0.0199639663 0.0000000000 0.0438002096 0.0525602515
56.0000000000 Td 2.0000000000 30455397.9926881045 0.0626931093 0.0835816017 0.0835816017 0.0831915700 0.0998298840
56.0000000000 Td 3.0000000000 40043026.4551618397 0.1148997688 0.1411968630 0.1411968630 0.1730082204 0.2076098645
57.0000000000 Td 1.0000000000 3284835.7380802929 0.0199639663 0.0516697653 0.0516697653 0.0438002096 0.0525602515
57.0000000000 Td 2.0000000000 44012589.9569894075 0.0626931093 0.0682513479 0.0682513479 0.0831915700 0.0998298840
57.0000000000 Td 3.0000000000 43217792.7816268504 0.1148997688 0.1245659187 0.1245659187 0.1730082204 0.2076098645
58.0000000000 Td 1.0000000000 10254507.7852519974 0.0179675697 0.0445919798 0.0445919798 0.0394201886 0.0473042264
58.0000000000 Td 2.0000000000 38456117.4397131875 0.0564237984 0.0684553590 0.0684553590 0.0748724130 0.0898468956
58.0000000000 Td 3.0000000000 41804593.2517313734 0.1034097919 0.1197038955 0.1197038955 0.1557073984 0.1868488780
59.0000000000 YF 1.0000000000 0.0000000000 0.0000000000 0.2555387685 0.0000000000 0.5606426830 0.6727712196
59.0000000000 YF 2.0000000000 2848147.5334635042 0.8024717996 1.2325183273 1.2325183273 1.0648520960 1.2778225152
59.0000000000 YF 3.0000000000 14651461.3720311671 1.4707170408 1.5240337010 1.5240337010 2.2145052210 2.6574062652
60.0000000000 YF 1.0000000000 123543.4334506877 0.1936504730 0.5088888079 0.5088888079 0.4248620332 0.5098344399
60.0000000000 YF 2.0000000000 2724604.1000128128 0.6081231606 0.9356151149 0.9356151149 0.8069582290 0.9683498748
60.0000000000 YF 3.0000000000 14651461.3720311709 1.1145277575 1.1549317890 1.1549317890 1.6781797378 2.0138156853
61.0000000000 YF 1.0000000000 13247575.0391003340 0.2874811146 0.2965857721 0.2965857721 0.6307230184 0.7568676220
61.0000000000 YF 2.0000000000 15302421.5075016022 0.9027807746 0.9290624057 0.9290624057 1.1979586080 1.4375503296
61.0000000000 YF 3.0000000000 14651461.3720311709 1.6545566709 1.7145379136 1.7145379136 2.4913183736 2.9895820484
62.0000000000 YF 1.0000000000 0.0000000000 0.0000000000 0.1936504730 0.0000000000 0.4248620332 0.5098344399
62.0000000000 YF 2.0000000000 2848147.5334635004 0.6081231606 0.9340177949 0.9340177949 0.8069582290 0.9683498748
62.0000000000 YF 3.0000000000 14651461.3720311709 1.1145277575 1.1549317890 1.1549317890 1.6781797378 2.0138156853
